ita@x it
gatach@x gat
ralu@x ral
połach@x pół
dłom@y dły
ałtom@x ałt
mar@x mar
lazowi@x laz
pilowi@x pil
tarami@x tar
eziowi@x eź
cy ki
mesi@x mes
nymi@a na
metom@x met
żanów@x żan
bani@x ban
sypowi@x syp
tuza@x tuz
gotu@x got
ako@a aka
larach@x lar
ędach ąd
zusie@x zus
oro@o oro
zb@a zba
uelowi@x uel
jmy@x jem
jmy@x jm
wasem@x was
zeach@x zeum
dusów@x dus
aśce@a aśka
ażem@x aż
ba b
piu p
ciście@a cista
hanów@x han
wdą@a wda
ls@a lsja
ls@a lsa
pli@x pel
niowie@o nio
ję@a ja
rgom@a rga
auce@a auka
echami@x ech
namem@x nam
uskom@x usek
taw@a tawa
apce@a apka
zicowi@x zic
jsami@x js
lid@x lid
łdom@a łda
osiów@x oś
nuami@x nuum
nomach@x nom
łódami@x łód
horami@x hor
venowi@x ven
bla@a bla
rcem@x rzec
wem@o wo
ess@a essa
uanem@x uan
tyce@a tyka
pażów@x paż
zeny@x zen
oci@e ocie
kowach@w ków
nasiu@x naś
piów@e pie
iadów@x iad
eyami@y ey
adami@o ado
yni@a ynia
cet@a ceta
zi@a zia
elcom@x elec
iądami@x iąd
oik@x oik
zusi@x zus
żerowie@x żer
iołowi@x ioł
hrę@a hra
pelom@x pel
lsnom@x lsen
uniom@x uń
eniem ę
trzowi@x trz
edla@x edel
zesom@x zes
urowie@x ur
uksowi@x uks
dolom@x dol
brom@a bra
boki@x bok
zna@a zna
ożków@x ożek
erze@o ero
żla@x żel
deny@x den
ardowie@x ard
pera@x per
óżek@a óżka
ietami@x iet
betu@x bet
ebów@x eb
onoga@x onóg
ńki niek
udy@x ud
hama@x ham
rotami@x rót
yl@a yla
wotów@x wot
zofie@x zof
orfem@x orf
bi@a bia
leńcem@x leniec
ronu@x ron
łem ł
ląd@x ląd
ron@x ron
ządami@x ząd
wojom@x wój
kubów@x kub
zem z
uńcem@x uniec
ryści@a rysta
łajom@x łaj
orobie@x orób
obom@a oba
ój@x ój
stojowi@x stój
pedy@x ped
zusami@x zus
ail@x ail
śkę@a śka
uży@a uża
miry@x mir
ziu@a zia
tafie@x taf
yf@x yf
gunem@x gun
daże@x daż
iokowi@x iok
rabem@x rab
niń@x ni
zy@y zy
adz@a adza
monie@x mon
ykt@x ykt
darom@x dar
abach@a aba
keyem@y key
mrozów@x mróz
orcom@x orzec
krze@x kier
lmom@a lma
ągw@a ągwa
iejem@x iej
rzymi@y rzy
zew@o zewo
zecią@x zeć
czy@x cz
jusów@x jus
ksami@a ksa
upnia@x upień
ciąt@a cięta
nukom@x nuk
pkach@a pka
fału@x fał
jsem@x js
erbach@x erb
bas@x bas
zykowie@x zyk
snu@o sno
sonowi@x son
rpem@x rp
auna@x aun
onse@x ons
ursowi@x urs
yprom@x yper
bucie@x but
jrami@a jra
niów@o nio
cyków@x cyk
urami@x ur
ham@a hama
ndrowi@x nder
oenom@x oen
cicom@x cic
aikowi@x aik
ieku@x iek
ykci@x ykieć
zie@o zo
gerem@x ger
eałowi@x eał
dko@a dka
tumy@x tum
rym@y ry
wisom@x wis
jorom@x jor
lnym@y lny
domów@x dom
oksów@x oks
bici@a bita
ięków@x ięk
wnom@a wna
utów@a uta
iksem@x iks
yglowi@x ygiel
ków@a ka
hami h
iażem@x iaż
łona@x łon
iry@a ira
lfy@x lf
cpę@a cpa
olowie@o olo
law@w law
nesowie@x nes
ił@x ił
ylem@x yl
mowi m
ra@o ro
mże@a mża
bit@x bit
ewkiem@x ewek
tko@o tko
bku@x bek
wrotach@x wrót
hrzem@x hrz
urem@o uro
ziców@x zic
tydzie@x tyd
ikami@a ika
rysów@x rys
hlach@a hla
etce@a etka
lsach@a lsa
zegami@x zeg
óbkom@x óbek
tałom@x tał
kłach@o kło
zopowi@x zop
skiego@x ski
ęby@a ęba
brami@a bra
rez@a reza
niny@x nin
losom@x los
ońku@x oniek
błach@x beł
ytmów@x ytm
itrowi@x itr
gałów@x gał
ok@a oka
łotu@x łot
ząs@x ząs
zadzie@x zad
kosy@x kos
poły@x pół
zańcach@x zaniec
wrotem@x wrót
fany@x fan
olów@o olo
udków@x udek
miłami@x mił
miła@x mił
adą@a ada
imę@a ima
rtę@a rta
soby@x sób
on@o ono
tuz@x tuz
harach@x har
gamy@x gam
sami s
iefem@x ief
ffu@x ff
lawy@w law
lga@a lga
ioki@x iok
adem@x ad
łoków@x łok
das@x das
ukry@x ukier
zt@x zt
nal@x nal
nisom@x nis
ontu@x ont
odorowi@x odór
naj@x naj
batowi@x bat
icyj@a icja
tego@y ty
casa@x cas
el@x el
eż@a eża
dańcu@x daniec
ew@w ew
łów@w łów
hirach@x hir
bat@a bata
zemu@y zy
pur@a pura
anż@a anża
rofom@x rof
ość@x ość
lanach@x lan
łża@x łż
aurów@x aur
ozami@a oza
usi@a usia
mpkiem@x mpek
wkach@o wko
seyów@y sey
pikach@x pik
owkom@x owek
dukowi@x duk
ieni@x ień
nktem@x nkt
ultem@x ult
notu@x not
fokami@x fok
yld@a ylda
gieł@o gło
ttami@x tt
ieli@x iel
ylkowi@x ylek
róg@a roga
łamach@x łam
ansom@x ans
gach g
mal@a mala
lka@x lek
okami@o oko
zymi@x zym
ęp@a ępa
durze@x dur
zakiem@x zak
lisów@x lis
he h
pslom@x psel
goniom@x goń
ałtem@x ałt
hołów@x hoł
golem@x gol
mor@x mor
rciom@x rć
sydach@x syd
mora@x mór
rażom@x raż
ępkom@x ępek
ocą@x oc
seyu@y sey
anę@a ana
po@o po
bro@o bro
nucie@a nuta
pciem@x peć
orcie@x ort
eorach@x eor
niom@o nio
ąd@x ąd
gisy@x gis
giku@x gik
orem@x or
kazami@x kaz
frowi@x fer
dyn@a dyna
owiowi ów
ębę@a ęba
odlu@x odel
pcę@a pca
kwiom@w kiew
wirowie@x wir
uzą@a uza
arn@o arno
wcę@a wca
rszowi@x rsz
łomów@x łom
ypka@x ypek
sola@x sol
urach@x ur
azku@x azek
olcu@x olec
wąs@x wąs
biźnie@a bizna
roe@o ro
yglami@x ygiel
iksom@x iks
nga@x ng
oesami@x oes
cińcom@x ciniec
wdach@a wda
ykciach@x ykieć
ksów@y ksy
tatach@x tat
iota@x iot
hrzów@x hrz
ynta@x ynt
cytowi@x cyt
fały@x fał
nim@x nim
zale@x zał
idzi@x id
abiem@x ab
zeziach@x zeź
ciach ć
setem@x set
zańcze@x zaniec
racia@x rat
tańców@x taniec
ilami@a ila
tenie@x ten
yrowie@x yr
onami@a ona
twiami@w tew
ęgowi@x ęg
dety@x det
rokami@x rok
odami@x od
laci@x lat
az@a aza
odniach@x odzień
brami@o bro
iali@x ial
zos@x zos
kap@x kap
aba@x ab
dem d
łciami@x łeć
edce@x edec
ioru@x ior
ioru@x iór
ika@o iko
busowi@x bus
ypach@a ypa
dylach@x dyl
ciowi@o cio
szce@a szka
ndo@o ndo
chowi@x ch
wajach@x waj
ziny@x zin
lekami@x lek
erku@x erek
iewie@w iew
ziku@x zik
hozowi@x hoz
yto@a yta
różami@x róż
izg@x izg
rfo@a rfa
yłę@a yła
hłu@o hło
łapach@x łap
owo@a owa
ścem@x ściec
airze@x air
ółkach@x ółek
asi@a asia
gisach@x gis
wor@x wor
mbu@o mbo
eał@x eał
arku@x arek
ruki@x ruk
eńcze@x eniec
ejku@x ejek
ybkowi@x ybek
ordem@x ord
rul@a rula
uetu@x uet
cykami@x cyk
narom@x nar
lle@e lle
ropach@x rop
ramami@x ram
jarom@x jar
manach@x man
onom@o ono
akace@a aka
pona@x pon
staście@a sta
ńku@o ńko
ginach@x gin
ilcach@x ilec
arca@x arzec
zepami@x zep
hnom@a hna
iuki@x iuk
ota@x ot
ornach@x orn
lanu@x lan
pusu@x pus
eka@x ek
stych@y sty
ieńcy@x ieniec
tymi@e te
łata@x łat
oach o
batem@x bat
mbach@x mb
cpo@a cpa
ejami@a eja
wed@x wed
śniom sień
ni@e nie
yry@a yra
gelem@x gel
yglom@x ygiel
kką@a kka
rońców@x roniec
cz@x cz
wirów@x wir
fasami@x fas
iskowi@x isk
pirach@x pir
mitów@x mit
jsom@x js
esz@a esza
tułowi@x tuł
teksie@x tex
ziach@a zia
sarem@x sar
rocią@x roć
ońka@x oniek
cigiem@x cig
cyty@x cyt
jnach@a jna
banie@x ban
zęć@e zęcie
lodzy@x log
ypk@a ypka
ajnami@x ajn
seyowi@y sey
czo@o czo
bki@a bka
salu@x sal
yftem@x yft
ślom@e śle
łamów@x łam
ćka ciek
ychami@x ych
roli@x rol
redzie@x red
ubcze@x ubiec
ity@y ity
kony@x kon
akl@x akl
cuzie@x cuz
buz@x buz
niu@e nie
dżo@a dża
hanu@x han
tepu@x tep
firze@x fir
rzowów@w rzów
baki@x bak
erzami@x erz
eldom@x eld
uwek@a uwka
mko@o mko
ódku@x ódek
awo@o awo
zdach@a zda
hydom@x hyd
grodowi@x gród
kacie@a kata
ssom@x ss
rowu@w rów
wów@x wum
ypcie@x ypt
zępu@x zęp
ziemu@a zia
kina@x kin
ym y
mas@a masa
łłach@a łła
dały@x dał
łu@o ło
seni@x sen
tkom@a tka
regów@x reg
zenie@x zeń
ltom@o lto
mbach@o mbo
zepie@x zep
ęków@x ęk
isiom@x iś
husi@x hus
rasiowi@x raś
ofach@a ofa
fki@a fka
ejom@x ej
barom@x bar
ziowie ź
łaku@x łak
biemu@x bi
zioby@x ziób
tusom@x tus
chtów@x cht
ief@x ief
ngu@x ng
zorem@x zor
abom@x ab
tuł@a tuła
nimie@x nim
ossu@x oss
des@x des
leru@x ler
lli@a lla
visie@x vis
arń@a arnia
żno@a żna
nci@x nt
izn@a izna
kad@a kada
óżce@a óżka
odziach ódź
jażem@x jaż
gea@x geum
zwę@a zwa
rdzi@a rda
dołowi@x dół
atowie@x at
esze@a echa
ficy@x fik
iącu@x iąc
mzie@a mza
biami@x bium
nach@x nin
ustami@x ust
ulach@a ula
anżu@x anż
nsy@a nsa
rofami@x rof
orków@x orek
nosowi@x nos
jscy@x jski
wach@y wy
zom@y zy
hele@x hel
ryna@x ryn
za@o zo
mury@x mur
czorów@x czór
helowi@x hel
żerze@x żer
zubach@x zub
ięć@x ięć
ząbami@x ząb
okiem@x ok
rów r
ółku@x ółek
nity@x nit
ure'ów@e ure
ckiemu@x cki
yfę@a yfa
nurom@x nur
rod@a roda
lt@a lta
ebo@o ebo
lcą@a lca
iałem@x iał
zymami@x zym
rzom@x rz
żca@a żca
dażem@x daż
halowi@x hal
chtami@x cht
ymkowi@x ymek
jału@x jał
źcach ziec
ędek@a ędka
kazowi@x kaz
ynce@a ynka
eksy@x eks
biach b
jfami@x jf
eolami@x eol
mpa@x mp
hnach@a hna
iryj@a iria
owi@e owie
rasów@x ras
nirom@x nir
ayów@y ay
zołów@x zoł
acza@x acz
iory@x ior
jacie@x jat
ład@x ład
ryd@x ryd
rapami@x rap
iwu@w iw
wami@x wum
ybu@x yb
rią@a ria
ycą@a yca
zynowie@x zyn
gusa@x gus
zowie@y zy
kud@a kuda
jd@a jda
echach@x ech
erni@x erń
mba@x mb
ujowi@x uj
bę@a ba
olle@x oll
tkom@o tko
cigu@x cig
mężów@x mąż
matów@x mat
yńcze@x yniec
rlu@x rl
ząc@o ząco
ntami@y nty
rońcach@x roniec
ytowi@x yt
azmów@x azm
mpek@a mpka
zępach@x zęp
auli@x aul
obem ób
kunem@x kun
szu@x sz
arom@x ar
nasiowi@x naś
czk@a czka
żaków@x żak
ndom@o ndo
zim@a zia
yprowie@x yper
źdźcem@x ździec
ztw@o ztwo
fle@x fel
chowie@a cha
uniach@x uń
ysły@x ysł
edrami@x edr
ieniach@x ień
kle@a kla
towie@y ty
irkiem@x irek
jzach@a jza
op@a opa
ffami@x ff
rotowi@x rót
izmom@x izm
rka@a rka
pła@o pło
ewr@x ewr
ębami@a ęba
antowi@x ant
tza@x tz
tywem@w tyw
ercami@x erc
jerowi@x jer
zmów@x zm
renia@x reń
ladowi@x lad
alty@x alt
seyom@y sey
ynia@x yń
narami@x nar
rakach@x rak
encie@x ent
leyach@y ley
mnie@o mno
zusowi@x zus
yksów@x yks
śla@e śle
pikom@x pik
cinowi@x cin
cia@a cia
sonem@x son
rnkami@x rnek
jdzie@a jda
runach@x run
żni@x żeń
jfy@x jf
odora@x odór
binów@x bin
yzami@x yz
eenu@x een
bińców@x biniec
yom y
rom@o ro
aftom@x aft
dkom@o dko
rażach@x raż
gażów@x gaż
kułu@x kuł
tisom@x tis
li@e le
waj@x waj
okołom@x okół
fanom@x fan
romem@x rom
wlą@a wla
ginami@x gin
akowie@x ak
łuny@x łun
ziobem@x ziób
nkrzy@x nkier
sa@o so
słą@a sła
rwy@a rwa
bica@x bic
ąsce@a ąska
zej@x zej
eusów@x eus
las@x las
łany@x łan
tomem@x tom
iokach@x iok
lma@o lmo
koniami@x koń
noty@x not
uan@a uana
sza@x sz
eery@x eer
kańca@x kaniec
pra@a pra
omków@x omek
ędach@a ęda
lmo@a lma
fok@x fok
iłą@a iła
don@x don
desi@x des
yniami@x yni
tkach@o tko
ytkami@x ytek
ążkowi@x ążek
sanem@x san
rony@x ron
iolów@x iol
ykciowi@x ykieć
tudze@a tuga
twcami@x twiec
tro@a tra
ora@x or
rysi@x rys
blowi@x bel
visy@x vis
łódy@x łód
au@x au
okom@a oka
dorem@x dor
monowi@x mon
ezce@a ezka
ajków@x ajek
ajków@x ajk
wól@a wola
ak@x ak
pia@e pie
ork@x ork
torom@x tor
fry@x fer
fry@x fr
kupami@x kup
nksem@x nks
tetu@x tet
hio@a hia
rfa@x rf
ały@x ał
darze@x dar
rpowi@x rp
pasów@x pas
żkach@x żek
sków@x sk
konach@x kon
besami@x bes
cer@a cera
altem@x alt
dosowi@x dos
wkach@a wka
sięciem@x się
lubie@x lub
ęzła@x ęzeł
kwie@w kiew
panami@x pan
dosie@x dos
ewka@x ewek
bisom@x bis
ską@a ska
rdy@a rda
nemom@x nem
kotem@x kot
zyńca@x zyniec
zękiem@x zęk
tzy@y ty
żnie@a żna
cesowi@x ces
ódka@x ódek
lomem@x lom
ss@a ssa
anc@x anc
tępach@x tęp
htrem@x hter
arą@a ara
żców@x żec
cutami@x cut
perach@x per
owna@x own
erek@a erka
ełu@o ełko
coku@x cok
rza@e rze
ządu@x ząd
ciem@e cie
upniami@x upień
atowi@x at
ulo@a ula
łtu@x łt
rco@a rca
lawach@w law
norach@x nor
ćcom ciec
cin@y ciny
golach@x gol
is@a isa
ntowi@x nt
uktu@x ukt
almach@x alm
ylach@e yle
ickowi@x ick
tesi@x tes
mnem@o mno
korem@x kor
dakowi@x dak
st@x st
zma@a zma
chowu@w chów
lsu@x ls
ykę@a yka
lofowi@x lof
ypkowi@x ypek
ba@a ba
orku@x orek
edu@x ed
sonu@x son
rusią@x ruś
rla@a rla
ilom@e ile
unu@x un
nsą@a nsa
arcem@x arzec
kłą@a kła
ńcy@a ńca
ganem@x gan
bukach@x buk
ega@a ega
och@a ocha
botów@x bot
lepów@x lep
ozkowi@x ozek
sów s
uła@x uł
nso@a nsa
yc@a yca
glach@e gle
jemach@x jem
li l
dru@x dr
taści@a ta
kenów@x ken
edź@x edź
artowi@x art
olce@a olka
yami y
ndzie@a nda
ops@x ops
zeju@x zej
nszem@x nsz
erze ara
psami@x ps
atrze@x atr
engi@x eng
rosem@x ros
amsów@x ams
ulkowie@x ulek
ową@a owa
kwy@a kwa
armach@x arm
orzowi@x orz
dusze@a ducha
ensa@x ens
twców@x twiec
nee@a nea
aowie a
ltrze@x ltr
yksami@x yks
nelami@x nel
wnę@a wna
dzy@a dza
rmie@a rma
sali@x sal
aików@x aik
ianowi@x ian
makom@x mak
łasom@x łas
ęźniach@x ęzień
ącem@o ąco
żelom@x żel
twora@x twór
hyd@x hyd
rskowi@x rsk
koniach@x koń
bikowi@x bik
ryście@x ryst
indze@a inga
iksu@x iks
syt@x syt
orga@x org
lin@y liny
glom@a gla
gr@a gra
ees@x ees
rtom@a rta
icem@e ice
cami iec
cigom@x cig
acami@a aca
etach@y ety
ęb@a ęba
ajl@x ajl
karom@x kar
częta@x czę
zach@e ze
stowie@a sta
ninom@x nin
asa@x as
stom@o sto
kusach@x kus
mlach@a mla
szek@x szki
łęg@a łęga
sery@x ser
ordów@x ord
ystowi@x yst
inku@x inek
fale@x fał
maże@x maż
stami@x st
żrą@a żra
yski@x ysk
nici@a nita
yktem@x ykt
jarem@x jar
ll@a lla
balami@x bal
zeńcom@x zeniec
zyków@x zyk
ńb@a ńba
rle@x rzeł
ilcom@x ilec
lewie@w lew
ołów@x oł
eesami@x ees
darów@x dar
dży@a dża
koma@a ka
autem@x aut
wka@a wka
la l
zesami@x zes
iorami@x ior
cusiach@x cuś
cięcia@x cię
gonami@x gon
roków@x rok
chami@x ch
żry@a żra
cia@e cie
butami@x but
ołkami@x ołek
ozowi@x oz
lejom@x lej
ausami@x aus
temami@x tem
azami@a aza
iga@a iga
łmach@x łm
rrom@a rra
ble@a bla
ancu@x anc
rosami@x ros
nole@x nol
źnym@a źna
bina@x bin
ujem@x uj
koniom@x koń
chtu@x cht
lem@x lem
zoki@x zok
jdowi@x jd
ny n
ork@a orka
som@y sy
ływowi@w ływ
apku@x apek
pisa@x pis
esą@a esa
wac@a wacja
ykiem@o yko
kich@a ka
cób@a coba
keji@x kej
zolu@x zol
gitom@x git
śle@x śl
abem@x ab
namie@x nam
ygach@x yg
ijach@a ija
ążych@y ąży
płodem@x płód
two@o two
daż@x daż
gnom@a gna
zie@e zie
tyrze@x tyr
midami@x mid
edrowi@x edr
tzem@x tz
sśnie@x ssen
rnami@a rna
zów@o zo
ąku@x ąk
aułowi@x auł
ołach@o oło
as@a asa
udem@x ud
htach@x ht
yzów@x yz
uarami@x uar
tłami@o tło
lcach@e lce
ngiem@x ng
py@a pa
ążkami@x ążek
ejkowie@x ejek
dyk@a dyka
nery@x ner
nen@x nen
losów@x los
ipu@x ip
stek@a stka
wie@a wa
eba@x eb
musie@x mus
ytom@x yt
yłkach@x yłek
amkach@x amek
kopa@x kop
ile@a ila
cjom@x cjum
ryj@a ria
puście@a pusta
yco@a yca
zdze@a zga
sale@x sal
atków@x atek
kla@x kiel
relów@x rel
rslami@x rsel
rgach@a rga
ążkach@x ążek
umku@x umek
kazach@x kaz
tus@x tus
eb@a eba
ugach@a uga
ysa@a ysa
rałowie@x rał
pscy@x pski
żnego@y żny
tytów@x tyt
ypom@x yp
ochami@x och
helem@x hel
łęce@a łęka
kity@x kit
hałach@x hał
brów@x ber
wusze@a wucha
ią i
óro@a óra
mad@a mada
bunie@x bun
kubach@x kub
iłkom@x iłek
olach@a ola
łesów@x łes
fice@a fika
lukiem@x luk
meom@a mea
lsy@a lsa
żejowi@x żej
eczem@x ecz
halami@x hal
zynem@x zyn
uru@o uro
chry@x cher
omóg@a omoga
koje@x kój
gunowie@x gun
wici@a wita
dadu@x dad
exy@x ex
ąbka@x ąbek
orm@a orma
ódkiem@x ódek
iomami@x iom
ądzie@x ąd
opach@a opa
lta@a lta
blęciu@x blę
meru@x mer
melami@x mel
orzom@x orz
zebom@x zeb
trom@o tro
zwodzie@x zwód
rbcu@x rbiec
jła@o jło
cetu@x cet
ral@a rala
win@a wina
adowi@x ad
tań@x tań
metu@x met
udo@o udo
hiami@a hia
kutowi@x kut
pno@o pno
uj@a uja
snków@x snek
haku@x hak
ńki@a ńka
taki@x tak
ab@x ab
chowiów@w chów
sar@x sar
zór@x zór
ntego@y nty
żcę@a żca
rii@e rie
ble@e ble
dadach@x dad
mola@x mol
somom@x som
ysie@x ys
irem@x ir
sulach@x sul
ówka@x ówek
kona@x kon
dzlem@x dzel
ahami@x ah
dami@y dy
nigów@x nig
ówkach@x ówek
ychowi@x ych
rosu@x ros
iadu@x iad
azka@x azek
nnym@e nne
lągom@x ląg
nenom@x nen
ikiem@o iko
eyach@y ey
yzo@a yza
ciem@o cio
chodu@x chód
lei@x lej
niom@a nia
bule@x buł
pitów@x pit
awcy@x awiec
pp@a ppa
ółce@a ółka
ipą@a ipa
lem@e le
dną@a dna
pta@a pta
oldzie@x old
osom@o oso
atek@a atka
mek@o mko
jota@x jot
ana@o ano
lonach@x lon
oju ój
orgi@x org
atami@o ato
tw@a twa
ydowie@x yd
skiew@a skwa
ipra@x iper
niętom@x nię
idz@x idz
ipem@x ip
iukiem@x iuk
aro@a ara
pry@x per
noka@x nok
teków@x tek
robom@x rób
zutami@x zut
konami@x kon
babów@x bab
ięgiem@x iąg
ńkach@o ńko
jatu@x jat
ttami@a tta
dyzom@x dyz
zumu@x zum
hatach@x hat
autami@x aut
iłami@x ił
liów@a lia
owozowi@x owóz
owach@w ow
gajów@x gaj
dum@x dum
dzowi@x dz
zydami@x zyd
ból@x ból
zodami@x zód
jkom@o jko
forem@x for
krami@a kra
dwie@a dwa
szkami@x szek
intowi@x int
alom@a ala
ksy@y ksy
ęsie@x ęs
rcyj@a rcja
jczem@x jcz
uerów@x uer
bolom@x bol
gamu@x gam
rcze@x rcz
eesie@x ees
omorach@x omór
chom@x ch
golami@x gol
ało@a ała
ktu@x kt
pki@x pek
una@x un
brę@a bra
ióby@x iób
znych@a zna
ierów@x ier
izdach@x izd
ssy@x ss
jtę@a jta
blę@x blę
łale@a ła
venom@x ven
ipsem@x ips
orzu@x orz
krojami@x krój
ąby@x ąb
ebach@o ebo
aelom@x ael
siom@o sio
ębia ąb
tywie@w tyw
uzek@a uzka
życu@x życ
cenem@x cen
esiami@x eś
kelom@x kel
venach@x ven
zni@x zeń
e'i e
yzg@x yzg
cyn@a cyna
óbków@x óbek
iaży@x iaż
temów@x tem
rsami@o rso
zepem@x zep
forowi@x for
ewu@o ewko
oen@x oen
abiach@x ab
aury@x aur
zka@a zka
ont@o onto
oami o
ójami@a ója
słu@x sł
ańcze@x aniec
lanowie@x lan
jcowi@x jec
uciowi@x uć
we@e we
ąbkiem@x ąbek
ńkę@a ńka
sądy@x sąd
zejów@x zej
basa@x bas
cami@a ca
lach@x lum
rpę@a rpa
rt@a rta
ozdami@x ozd
rayowi@y ray
śkiem siek
ofli@x ofel
liście@x list
yba@x yb
kilom@x kil
mpkowi@x mpek
trzu@x trz
zew@a zwa
pkami@a pka
ost@a osta
rofu@x rof
mpami@a mpa
rły@x rzeł
gogom@x gog
użkom@x użek
iurom@x iur
sągiem@x sąg
ordach@x ord
zana@x zan
es@x es
kizowie@x kiz
afach@x af
eżka@x eżek
filu@x fil
elmem@x elm
ysiów@x yś
kunie@x kun
iorem@x ior
łoci@x łoć
jusie@x jus
epców@x epiec
raki@x rak
synie@x syn
nażowi@x naż
mrozom@x mróz
sytami@x syt
leńcach@x leniec
aps@x aps
hoty@x hot
zińcom@x ziniec
razy@x raz
dcą@a dca
azg@a azga
niu@o nio
lmach@x lm
dków@x dek
częcia@x czę
untów@x unt
kum@x kum
uci@x ut
nsze@x nsz
natom@x nat
tale@x tal
trów@x tr
son@x son
głę@a gła
cigi@x cig
layom@y lay
psku@x psk
yszami@x ysz
ań@x ań
dru@o dro
kowie@w ków
zicach@x zic
ięgów@x ięg
urzy@x ur
giach@o gio
hatowi@x hat
ść@x ść
anym@a ana
slo@a sla
eciem@x eć
zina@x zin
iwo@o iwo
oin@a oina
yzmów@x yzm
iałami@x iał
dnej@a dna
kstom@x kst
omo@a oma
tie@a tia
azach@a aza
lexe@x lex
amie@a ama
rmach@a rma
tołami@x toł
ądzom@x ądz
tik@x tik
pców@e pce
suwowi@w suw
głem@o gło
ris@x ris
elom@x el
carami@x car
rawu@w raw
br@x br
lągi@x ląg
mykom@x myk
rsą@a rsa
lagowi@x lag
rer@o rero
ożcom@x ożec
eas@x eas
arzach@x arz
bzom@a bza
dorach@x dor
hirowi@x hir
din@x din
ulu@x ul
dukiem@x duk
roku@x rok
rzów@x rz
sika@x sik
ilami@e ile
bły@x beł
kia@o kio
ącowi@x ąc
jus@x jus
etr@x etr
rudze@a ruga
żmami@o żmo
ypcie@a ypta
spach@a spa
aniek@a ańka
opcem@x opiec
tów@y ty
grów@x gier
dokach@x dok
iżem@x iż
pojów@x pój
zwie@a zwa
ylowi@x yl
zlach@a zla
zbami@a zba
linu@x lin
zelem@x zel
pcach@x piec
einów@x ein
społom@x spół
ngę@a nga
tajami@x taj
seyem@y sey
iadami@x iad
uetem@x uet
isze@a icha
gli@e gle
ieci@x ieć
yngi@x yng
ibom@a iba
helom@x hel
ermu@x erm
tydach@x tyd
rtów@x rt
idry@x ider
jku@x jek
tonach@x ton
kelem@x kel
ozę@a oza
keyów@y key
iżce@a iżka
ftach@x ft
spom@a spa
cesu@x ces
midom@x mid
ępku@x ępek
dmy@a dma
cią@a cia
lerów@x ler
opo@a opa
gorami@x gor
ak@o ako
aurem@x aur
dusa@x dus
pałów@x pał
musami@x mus
trojom@x trój
zęt@x zęt
apkiem@x apek
ny@y ny
im@a ima
uelom@x uel
saci@x sat
kusem@x kus
ziu ź
pli@a pla
isu@o isko
tyńców@x tyniec
wnowi@x wn
uka@a uka
luz@a luza
zyście@a zysta
ieńcom@x ieniec
egach@a ega
soni@x son
rsku@x rsk
ankom@x anek
ęba@a ęba
wytów@x wyt
autowi@x aut
łzę@a łza
aciach@x ać
ferami@x fer
pice@a pika
jas@x jas
inę@a ina
gosów@x gos
buk@x buk
klom@x kiel
omy@x om
rchu@x rch
rga@o rgo
edu@o edo
lenom@x len
rio@o rio
oły ół
gey@a gea
ryl@a ryla
irkowi@x irek
mętu@x męt
liu@o lio
ngami@x ng
notami@x not
aunem@x aun
ipa@x ip
rbkom@x rbek
rylem@x ryl
hary@x har
ochów@x och
tafami@x taf
wabi@x wab
ąbami@x ąb
le@a la
zebów@x zeb
howi h
rakami@x rak
nią ń
ajnom@x ajn
zegiem@x zeg
zcie@x zt
yrami@a yra
tynu@x tyn
urze@o uro
gasie@x gas
chowowi@w chów
ardom@x ard
bzie@a bza
ęzle@x ęzeł
yach y
ify@x if
ziach@o zio
untu@x unt
kelów@x kel
otl@x otl
ke'om@e ke
ałce@a ałka
brą@a bra
zach@o zo
tle@e tle
ządy@x ząd
iksa@x iks
onymi@y ony
iwcem@x iwiec
uidowi@x uid
masami@x mas
niek ńka
merze@x mer
icz@x icz
erd@x erd
zurów@x zur
hałów@x hał
ybkiem@x ybek
tańcom@x taniec
ząb@x ząb
inóg@a inoga
zców@a zca
bicom@x bic
rbkowi@x rbek
eru@o erko
yniowi@x yń
ieka@x iek
jata@x jat
śniach sień
utem@x ut
airów@x air
otlu@x otl
on ę
ewom@a ewa
tizem@x tiz
ńce@a ńka
kupowi@x kup
tawy@w taw
fisach@x fis
kenu@x ken
gecie@x get
car@x car
boye@y boy
ucy@x uk
skiemu@x ski
twów@a twa
obie ób
hamom@x ham
icha@x ich
howa@w hów
śćcowi@x ściec
serzy@x ser
wa@x wum
ęsach@x ęs
asiowi@x aś
astów@x ast
ndy@a nda
żurami@x żur
zkiego@x zki
uarowi@x uar
stka@x stek
danów@x dan
bkom@x bek
bisowi@x bis
erdami@x erd
cara@x car
włem@x weł
piu@e pie
sukowi@x suk
pażom@x paż
zę@x zę
chtom@x cht
milom@x mil
rażu@x raż
dorom@x dor
eacie@x eat
ądkami@x ądek
miki@x mik
morów@x mor
ensie@x ens
lsek@a lska
tiku@x tik
przy@x prz
kizów@x kiz
luta@x lut
uża@a uża
ewu@w ew
urga@x urg
forom@x for
ornu@x orn
zcach@x ziec
ywka@x ywek
undy@x und
rdlowi@x rdel
fal@x fal
ątek@a ątka
sytu@x syt
unach@a una
tom@y ty
leta@x let
ta@o to
jar@x jar
kopami@x kop
izmach@x izm
uku@x uk
skimi@a ska
ańcami@x aniec
ziom@e zie
jbami@a jba
rała@x rał
uskach@x usek
gasa@x gas
wigi@x wig
wocie@x wot
